timestamp,penicillin,time_h,dissolved_oxygen,sugar_feed_rate,aeration_rate,water_injection,vessel_volume,oxygen_uptake,temperature,scan
2025-03-11 06:05:31,0.88,1.97,3.42,0.04,2.36,5.35,494.21,2.92,28.34,10
2025-03-11 06:05:32,0.93,1.1,0.48,4.28,5.52,0.42,328.78,1.99,33.11,10
2025-03-11 06:05:33,1.6,1.36,9.38,1.29,4.02,6.46,455.1,4.22,39.94,10
2025-03-11 06:05:34,0.58,5.36,6.23,2.8,6.57,9.61,348.92,2.77,33.15,10
2025-03-11 06:05:35,1.03,3.61,5.53,0.77,1.03,6.69,338.8,0.33,39.14,10
2025-03-11 06:05:36,1.03,3.9,1.17,3.03,1.65,0.54,488.57,1.11,29.91,10
2025-03-11 06:05:37,1.35,9.13,2.93,2.76,7.4,4.07,313.08,1.17,30.49,10
2025-03-11 06:05:38,1.69,4.56,0.92,2.68,3.63,1.91,341.89,0.09,36.12,10
2025-03-11 06:05:39,1.62,7.71,5.26,0.44,6.52,0.96,83.32,3.09,28.56,10
2025-03-11 06:05:40,0.93,7.52,7.58,1.17,6.36,5.85,254.96,4.52,37.98,10
2025-03-11 06:05:41,0.6,4.24,9.51,3.13,0.82,7.59,234.84,4.76,25.06,10
2025-03-11 06:05:42,1.61,6.94,2.86,2.83,2.68,3.84,420.27,1.13,29.63,10
2025-03-11 06:05:43,0.1,3.66,5.26,0.93,4.92,2.25,253.93,3.17,38.46,10
2025-03-11 06:05:44,1.57,9.15,1.42,0.65,9.99,9.53,367.0,1.8,30.74,10
2025-03-11 06:05:45,1.84,2.01,5.95,2.3,1.81,4.71,142.69,4.18,36.11,10
2025-03-11 06:05:46,0.44,2.95,4.61,2.82,8.06,7.58,62.0,4.98,22.74,10
2025-03-11 06:05:47,0.78,4.32,4.34,4.83,0.14,7.36,463.78,1.68,23.6,10
2025-03-11 06:05:48,1.73,2.51,1.81,0.99,9.95,5.39,230.87,3.41,35.94,10
2025-03-11 06:05:49,1.33,4.38,7.8,1.4,7.02,5.21,206.94,3.88,37.8,10
2025-03-11 06:05:50,0.51,6.17,0.57,3.49,2.5,5.25,475.79,0.67,20.75,10
2025-03-11 06:05:51,0.95,7.65,6.61,2.47,4.67,0.12,447.83,2.88,23.01,10
2025-03-11 06:05:52,0.41,1.35,9.65,1.26,5.79,2.33,280.45,0.91,37.49,10
2025-03-11 06:05:53,0.42,8.97,2.48,3.67,1.57,3.19,112.59,2.97,25.66,10
2025-03-11 06:05:54,1.26,8.76,3.56,1.19,6.46,0.38,485.78,0.97,35.02,10
2025-03-11 06:05:55,0.62,6.6,3.14,3.32,2.66,4.71,345.39,0.46,34.03,10
2025-03-11 06:05:56,0.38,1.03,7.36,2.54,6.49,3.96,377.66,1.43,30.34,10
2025-03-11 06:05:57,1.71,7.97,5.25,2.96,2.35,9.5,224.36,3.63,34.1,10
2025-03-11 06:05:58,0.54,7.67,9.84,2.79,0.01,2.08,165.8,2.7,23.42,10
2025-03-11 06:05:59,1.1,3.83,3.6,1.74,3.39,9.45,384.61,1.62,30.76,10
2025-03-11 06:06:00,1.08,6.33,6.52,0.83,4.85,8.01,351.12,1.06,30.76,10
2025-03-11 06:06:01,1.23,2.68,7.93,3.8,8.82,2.66,277.04,3.09,29.04,10
2025-03-11 06:06:02,1.29,6.18,9.23,4.73,7.83,9.63,59.56,4.95,36.35,10
2025-03-11 06:06:03,1.33,5.49,0.52,4.84,9.71,7.61,73.41,1.16,20.41,10
2025-03-11 06:06:04,0.48,7.8,2.08,4.88,7.21,6.68,397.8,4.65,39.93,10
2025-03-11 06:06:05,0.56,5.23,4.69,3.48,3.81,4.49,394.48,2.71,34.51,10
2025-03-11 06:06:06,1.09,2.35,2.22,0.35,3.34,4.83,260.02,3.03,30.23,10
2025-03-11 06:06:07,1.5,5.49,2.57,3.33,5.6,3.67,449.42,1.1,29.97,10
2025-03-11 06:06:08,0.38,9.21,1.66,3.1,3.77,4.27,241.36,4.01,25.2,10
2025-03-11 06:06:09,1.82,3.77,3.83,2.27,6.6,9.94,102.55,2.99,24.11,10
2025-03-11 06:06:10,0.13,4.59,2.95,0.34,7.11,4.89,120.63,0.98,37.57,10
2025-03-11 06:06:11,1.39,5.59,6.08,2.92,1.23,7.8,225.14,1.11,24.15,10
2025-03-11 06:06:12,0.32,5.84,3.32,1.53,0.44,1.22,289.01,4.92,21.28,10
2025-03-11 06:06:13,1.95,5.83,3.92,2.29,0.35,8.52,118.54,2.2,33.95,10
2025-03-11 06:06:14,0.12,4.54,7.22,3.17,8.33,4.56,75.28,0.45,30.57,10
2025-03-11 06:06:15,0.38,7.59,0.7,1.81,7.94,1.22,208.06,2.34,38.78,10
2025-03-11 06:06:16,1.11,7.72,1.7,2.33,0.85,0.17,495.87,0.0,36.96,10
2025-03-11 06:06:17,0.41,7.5,5.67,4.98,8.55,4.37,106.01,0.18,32.7,10
2025-03-11 06:06:18,1.43,5.43,1.66,0.42,9.88,1.5,274.9,4.66,28.24,10
2025-03-11 06:06:19,0.6,1.21,7.71,4.51,0.3,2.25,432.92,4.85,35.51,10
2025-03-11 06:06:20,0.72,9.47,1.76,1.78,7.09,1.55,322.24,4.22,30.98,10
2025-03-11 06:06:21,0.11,1.38,9.21,2.71,6.61,2.35,102.45,3.68,33.83,10
2025-03-11 06:06:22,1.62,7.18,3.11,3.3,8.14,7.23,74.2,3.15,39.9,10
2025-03-11 06:06:23,1.03,3.11,2.77,1.24,7.33,2.53,450.75,1.88,34.19,10
2025-03-11 06:06:24,0.8,8.1,9.02,1.26,8.63,6.7,475.56,3.09,39.75,10
2025-03-11 06:06:25,0.93,8.23,9.58,4.06,6.23,5.13,157.92,3.02,38.39,10
2025-03-11 06:06:26,0.49,8.12,1.62,4.51,6.91,0.71,196.34,3.53,22.92,10
